,name,Country,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,HB_mean_score,HB_std,HB_count,HB_D_mean_score,HB_D_std,HB_E_mean_score,HB_E_std,HB_rank,PB_mean_score,PB_std,PB_count,PB_D_mean_score,PB_D_std,PB_E_mean_score,PB_E_std,PB_rank,PH_mean_score,PH_std,PH_count,PH_D_mean_score,PH_D_std,PH_E_mean_score,PH_E_std,PH_rank,SR_mean_score,SR_std,SR_count,SR_D_mean_score,SR_D_std,SR_E_mean_score,SR_E_std,SR_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
328,GUILHERME CAMPOS,POR,13.14,0.3,7.0,5.44,0.11,7.81,0.26,232.0,11.95,0.36,5.0,4.14,0.11,7.81,0.43,453.0,12.37,0.62,3.0,3.9,0.17,8.47,0.79,466.0,9.29,3.38,3.0,3.23,0.38,7.06,1.28,644.0,12.61,0.1,3.0,4.2,0.0,8.41,0.1,361.0,14.04,0.2,3.0,5.07,0.23,9.01,0.04,132.0,1.71,73.4,24.0,6,12.36
449,JONAS THORISSON,ISL,13.02,0.45,4.0,5.08,0.22,7.97,0.42,270.0,11.95,0.26,2.0,3.8,0.42,8.15,0.68,458.0,12.5,0.05,2.0,3.9,0.0,8.6,0.05,437.0,10.76,0.75,3.0,3.13,0.58,7.72,0.48,572.5,11.55,0.49,2.0,3.7,0.0,7.85,0.49,584.5,13.61,0.1,3.0,4.8,0.0,8.81,0.1,339.0,1.09,73.39,16.0,6,12.32
196,DANIEL ZANDER,AUT,12.69,0.61,5.0,5.22,0.18,7.47,0.49,387.0,11.97,0.0,1.0,3.6,0.0,8.37,0.0,449.0,12.4,0.0,1.0,3.8,0.0,8.6,0.0,459.5,11.07,0.0,1.0,3.5,0.0,7.87,0.0,526.5,12.59,0.18,5.0,5.22,0.16,7.37,0.19,373.0,12.63,0.0,1.0,4.0,0.0,8.63,0.0,618.0,0.57,73.35,14.0,6,12.46
801,ROMAN MAMENOV,KAZ,10.97,0.75,3.0,5.13,0.38,6.17,0.78,675.0,11.03,1.73,3.0,3.9,0.62,7.13,1.11,603.0,13.33,0.19,4.0,4.9,0.0,8.43,0.19,197.0,11.62,1.11,2.0,3.95,0.35,7.67,0.75,438.0,12.63,0.33,4.0,4.12,0.13,8.5,0.29,357.0,13.7,0.0,1.0,4.8,0.0,8.9,0.0,297.0,1.28,73.28,17.0,6,12.16
932,VOLODYMYR OTRESHKO,SVK,11.43,0.75,2.0,4.2,0.0,7.23,0.75,636.0,10.92,0.49,2.0,3.0,0.0,7.92,0.49,612.0,12.72,0.14,3.0,4.53,0.12,8.18,0.25,374.0,12.41,1.37,3.0,5.47,0.21,6.94,1.23,257.0,12.27,0.09,2.0,3.8,0.0,8.47,0.09,452.0,13.47,0.0,2.0,4.8,0.0,8.72,0.07,392.5,1.01,73.22,14.0,6,12.26
72,ANTTI JUHANI VARJOLAAKSO,FIN,12.27,0.0,1.0,4.5,0.0,7.77,0.0,507.5,11.57,0.0,1.0,3.6,0.0,7.97,0.0,534.0,11.73,0.0,1.0,4.1,0.0,7.63,0.0,569.5,12.2,0.0,1.0,4.5,0.0,7.7,0.0,298.5,12.27,0.0,1.0,4.3,0.0,7.97,0.0,453.5,13.07,0.0,1.0,4.0,0.0,9.07,0.0,534.0,0.52,73.10999999999999,6.0,6,12.18
537,LANDON SIMPSON,USA,12.29,1.01,5.0,4.44,0.25,7.93,1.0,499.0,11.62,1.04,5.0,4.2,0.21,7.42,0.99,525.0,12.92,0.43,5.0,4.94,0.05,7.98,0.4,322.0,11.04,1.04,5.0,4.44,0.32,6.6,0.86,531.0,11.83,0.51,5.0,3.96,0.05,7.87,0.53,549.0,13.4,0.76,5.0,5.04,0.22,8.5,0.64,415.0,1.11,73.1,30.0,6,12.18
131,CALEB FAULK,JAM,12.6,0.0,2.0,4.5,0.0,8.2,0.0,418.0,11.6,0.19,2.0,4.2,0.0,7.4,0.19,530.0,12.08,0.12,2.0,4.0,0.0,8.08,0.12,523.0,11.3,0.52,2.0,3.35,0.49,7.95,0.02,487.0,12.75,0.02,2.0,4.5,0.0,8.25,0.02,320.0,12.62,0.07,2.0,4.0,0.0,8.67,0.14,620.0,0.6,72.95,12.0,6,12.16
111,BOHDAN SUPRUN,UKR,11.87,1.46,2.0,5.55,0.07,6.37,1.6,585.0,11.43,0.75,2.0,3.5,0.14,7.93,0.9,550.0,12.62,0.59,2.0,4.55,0.21,8.07,0.38,405.0,11.12,1.25,2.0,5.35,0.07,5.77,1.18,513.0,12.93,0.75,2.0,5.6,0.0,7.33,0.75,252.5,12.97,0.09,2.0,5.2,0.0,7.77,0.09,556.0,1.02,72.94,12.0,6,12.16
399,JAKE JOHNSON,GBR,10.7,0.0,1.0,4.8,0.0,6.2,0.0,690.0,12.55,0.0,1.0,3.8,0.0,8.75,0.0,281.5,11.58,2.44,2.0,4.15,0.35,7.43,2.09,595.0,12.68,1.24,2.0,5.0,0.28,7.68,1.52,208.0,12.4,0.0,1.0,3.7,0.0,8.7,0.0,415.5,13.0,0.0,1.0,4.0,0.0,9.0,0.0,550.5,1.3,72.91,8.0,6,12.15
435,JOAKIM LENBERG,SWE,12.87,0.37,3.0,4.77,0.12,8.1,0.47,327.5,11.69,0.83,3.0,3.53,0.23,8.16,0.73,506.0,11.97,0.76,3.0,4.4,0.0,7.57,0.76,539.0,11.3,0.47,2.0,4.4,0.0,6.9,0.47,488.0,11.92,0.41,3.0,4.0,0.26,7.92,0.68,534.0,13.13,0.25,3.0,4.27,0.46,8.9,0.2,513.0,0.8,72.88,17.0,6,12.2
427,JESSE-LEE PAKELE,USA,11.85,0.0,1.0,5.1,0.0,6.75,0.0,587.0,10.35,0.0,1.0,4.0,0.0,6.35,0.0,644.0,12.1,0.0,1.0,5.0,0.0,7.1,0.0,521.5,13.15,0.0,1.0,5.0,0.0,8.15,0.0,114.5,11.35,0.0,1.0,5.2,0.0,6.15,0.0,603.5,14.05,0.0,1.0,4.8,0.0,9.25,0.0,128.0,1.31,72.85,6.0,6,12.14
692,NICK YEATTS,USA,12.0,0.0,1.0,4.5,0.0,7.5,0.0,565.0,11.9,0.0,1.0,3.9,0.0,8.0,0.0,472.5,13.15,0.0,1.0,4.2,0.0,8.95,0.0,256.0,9.9,0.0,1.0,2.7,0.0,7.2,0.0,620.0,12.15,0.0,1.0,4.3,0.0,7.85,0.0,483.0,13.7,0.0,1.0,4.4,0.0,9.3,0.0,297.0,1.31,72.8,6.0,6,12.13
228,DRAKE ANDREWS,USA,12.15,0.0,1.0,4.6,0.0,7.55,0.0,539.5,13.0,0.14,2.0,4.2,0.0,8.8,0.14,157.0,12.08,0.95,2.0,5.0,0.14,7.08,0.81,524.5,9.32,4.0,2.0,3.4,0.85,7.93,0.32,642.0,12.85,0.0,1.0,4.6,0.0,8.25,0.0,287.0,13.4,0.0,1.0,4.8,0.0,8.7,0.0,415.0,2.12,72.8,9.0,6,11.91
673,MYKYTA MELNYKOV,UKR,11.56,0.86,6.0,5.05,0.27,6.57,0.62,622.0,10.67,0.78,5.0,5.26,0.15,5.41,0.8,630.0,12.62,0.88,6.0,5.9,0.15,6.72,0.81,404.0,12.52,0.73,6.0,5.58,0.25,6.94,0.58,236.0,12.07,0.0,1.0,3.5,0.0,8.57,0.0,500.5,13.34,0.49,4.0,4.5,0.38,8.87,0.19,450.0,1.13,72.78,28.0,6,12.11
149,CESAR LOPEZ,ECU,11.92,0.83,2.0,4.45,0.07,7.47,0.9,581.0,12.65,0.21,2.0,4.6,0.0,8.05,0.21,249.5,11.47,0.28,2.0,4.85,0.21,6.62,0.49,606.0,10.83,0.57,2.0,3.7,0.14,7.13,0.42,561.0,13.05,0.07,2.0,4.7,0.0,8.35,0.07,207.0,12.85,0.92,2.0,4.8,0.0,8.2,0.71,586.5,0.93,72.77,12.0,6,12.13
133,CALEB MELTON,USA,12.89,0.76,4.0,5.8,0.26,7.16,0.64,321.0,12.04,0.69,4.0,4.47,0.26,7.56,0.74,439.0,12.25,0.67,4.0,4.7,0.14,7.55,0.6,490.5,10.78,1.55,4.0,4.47,0.46,6.3,1.49,570.0,11.79,0.44,4.0,4.12,0.15,7.66,0.32,555.0,12.98,1.8,4.0,4.6,1.2,8.48,0.7,555.0,1.24,72.73,24.0,6,12.12
813,RYAN CIRINO,GBR,12.5,0.0,1.0,4.9,0.0,7.6,0.0,442.0,10.25,0.0,1.0,4.2,0.0,6.05,0.0,646.0,12.4,0.0,1.0,4.3,0.0,8.1,0.0,459.5,11.55,0.0,1.0,4.0,0.0,7.55,0.0,451.5,12.8,0.0,1.0,4.4,0.0,8.4,0.0,304.0,13.2,0.0,1.0,4.0,0.0,9.2,0.0,489.0,1.07,72.7,6.0,6,12.12
305,FREDRIK AAS,NOR,12.57,0.0,1.0,4.0,0.0,8.57,0.0,429.0,12.08,0.74,3.0,4.37,0.4,7.71,0.88,423.5,11.63,1.18,2.0,4.15,0.35,7.48,0.82,587.0,11.58,0.67,3.0,4.33,0.12,7.24,0.57,445.0,11.87,0.0,1.0,3.5,0.0,8.37,0.0,546.0,12.97,0.0,1.0,4.0,0.0,8.97,0.0,558.5,0.74,72.7,11.0,6,11.97
190,DANIEL RADOVESNICKY,CZE,11.7,0.0,1.0,4.4,0.0,7.3,0.0,608.5,12.51,0.2,2.0,4.45,0.07,8.06,0.13,295.0,13.18,0.53,2.0,5.0,0.0,8.18,0.53,243.0,10.5,0.0,1.0,3.3,0.0,7.2,0.0,584.5,11.7,0.0,1.0,3.7,0.0,8.0,0.0,565.5,13.07,0.0,1.0,4.0,0.0,9.07,0.0,534.0,0.96,72.66,8.0,6,12.29
668,MUHAMMAD SHARUL AIMY,MAS,12.27,1.93,2.0,5.4,0.14,6.87,1.79,506.0,10.53,0.0,1.0,3.6,0.0,6.93,0.0,638.0,12.73,0.0,1.0,3.8,0.0,8.93,0.0,370.0,11.99,1.17,4.0,4.45,0.29,7.54,0.95,363.0,11.33,0.0,1.0,4.3,0.0,7.03,0.0,606.0,13.8,0.58,16.0,5.2,0.0,8.67,0.53,235.0,1.24,72.65,25.0,6,13.12
732,PABLO POZO,CUB,10.19,4.44,6.0,4.17,1.54,7.42,1.33,705.0,12.7,0.66,7.0,5.06,0.15,7.64,0.59,241.0,13.34,0.83,7.0,5.71,0.2,7.66,0.78,196.0,11.67,0.64,6.0,4.65,0.52,7.02,0.53,426.0,11.54,0.97,6.0,4.38,0.19,7.16,0.86,587.0,13.18,0.84,5.0,4.8,0.0,8.52,0.69,497.0,2.1,72.62,37.0,6,12.12
811,RUSTAMBEK NEMATOV,UZB,11.88,1.11,2.0,4.95,0.35,7.08,0.97,583.0,12.17,0.0,1.0,4.0,0.0,8.17,0.0,396.5,12.38,0.07,2.0,4.4,0.14,7.98,0.07,465.0,11.17,0.0,1.0,3.6,0.0,7.57,0.0,506.0,11.8,0.14,2.0,3.75,0.07,8.05,0.07,553.0,13.2,0.6,5.0,4.72,0.44,8.62,0.53,493.0,0.85,72.60000000000001,13.0,6,12.42
787,RICARDS PLATE,LAT,12.28,0.75,9.0,4.89,0.25,7.4,0.75,500.0,11.67,1.2,9.0,4.47,0.55,7.2,0.72,511.0,12.46,0.48,8.0,4.45,0.24,8.01,0.4,449.0,11.14,1.42,9.0,4.41,0.35,6.73,1.44,511.0,12.0,0.47,9.0,4.1,0.21,7.9,0.61,511.0,13.02,0.46,14.0,4.11,0.43,8.92,0.16,546.0,1.04,72.57,58.0,6,12.17
205,DAVID TANNER,AUS,11.42,2.52,2.0,4.8,0.57,6.67,2.03,637.0,11.55,0.0,1.0,4.5,0.0,7.05,0.0,536.0,13.36,0.29,2.0,5.0,0.0,8.36,0.29,189.0,10.99,0.34,2.0,3.7,0.0,7.29,0.34,540.0,13.12,0.02,2.0,4.65,0.49,8.47,0.52,184.0,12.1,0.0,1.0,4.8,0.0,7.6,0.0,651.0,1.31,72.53999999999999,10.0,6,12.14
258,ENKHTULGA ALTANSUKH,MGL,11.6,0.0,1.0,4.7,0.0,7.1,0.0,617.5,12.33,0.0,1.0,4.3,0.0,8.03,0.0,342.5,11.2,0.0,1.0,4.2,0.0,7.0,0.0,632.0,12.0,0.0,1.0,4.1,0.0,7.9,0.0,359.0,12.33,0.0,1.0,3.9,0.0,8.43,0.0,434.0,13.08,0.17,2.0,5.0,0.28,8.28,0.59,530.0,0.71,72.53999999999999,7.0,6,12.23
491,KARL IDESJO,SWE,12.65,0.07,2.0,5.05,0.07,7.7,0.0,408.0,12.32,1.18,5.0,4.68,0.29,7.64,0.91,348.0,13.43,0.69,3.0,5.03,0.64,8.4,0.37,175.5,7.87,3.68,2.0,2.7,0.71,7.17,0.14,676.0,13.21,0.17,4.0,4.5,0.0,8.71,0.17,156.0,13.02,1.01,2.0,4.8,0.0,8.37,0.8,544.5,2.01,72.5,18.0,6,12.32
792,RITHIK PURI,USA,12.28,1.24,2.0,5.15,0.07,7.18,1.1,502.0,11.12,0.74,2.0,4.55,0.35,6.57,0.39,592.0,13.02,0.04,2.0,4.9,0.0,8.12,0.04,294.0,10.32,0.25,2.0,4.5,0.85,5.82,0.6,599.0,12.1,1.06,2.0,4.85,0.07,7.25,0.99,495.0,13.6,0.28,2.0,4.8,0.0,8.8,0.28,342.0,1.27,72.44,12.0,6,12.07
709,NIKOLAOS KRANITIS,GRE,11.8,0.0,1.0,4.8,0.0,7.1,0.0,596.0,12.23,0.0,1.0,4.1,0.0,8.13,0.0,375.5,10.87,0.0,1.0,3.0,0.0,7.87,0.0,655.5,10.8,0.0,1.0,3.7,0.0,7.1,0.0,567.5,12.8,0.0,1.0,4.2,0.0,8.6,0.0,304.0,13.9,0.0,1.0,4.8,0.0,9.1,0.0,185.5,1.19,72.4,6.0,6,12.07
463,JOSE MARTINEZ,COL,11.3,0.0,1.0,4.4,0.0,6.9,0.0,645.5,11.8,0.0,1.0,4.6,0.0,7.2,0.0,488.5,12.95,0.0,1.0,5.3,0.0,7.65,0.0,313.5,12.65,0.35,2.0,5.2,0.0,7.45,0.35,213.0,11.75,0.0,1.0,4.3,0.0,7.45,0.0,558.0,11.95,0.0,1.0,4.4,0.0,7.85,0.0,654.0,0.62,72.39999999999999,7.0,6,12.15
245,ELEL WAHRMANN BAKER,JAM,12.72,0.11,3.0,4.5,0.0,8.26,0.05,373.0,10.79,0.55,3.0,2.9,0.0,7.89,0.55,623.0,12.19,0.43,3.0,4.1,0.35,8.19,0.56,503.0,12.32,0.65,3.0,5.2,0.17,7.12,0.59,276.0,11.24,0.17,3.0,3.53,0.29,7.71,0.16,609.0,13.08,0.08,3.0,4.0,0.0,9.08,0.08,529.0,0.89,72.34,18.0,6,12.06
607,MATEJ NEMCOVIC,SVK,12.13,0.55,5.0,5.0,0.0,7.17,0.56,543.0,10.97,0.47,2.0,3.5,0.42,7.47,0.05,609.0,11.79,0.88,4.0,4.28,0.13,7.52,0.77,564.0,11.69,0.79,5.0,5.22,0.38,6.47,0.63,424.0,12.76,0.19,5.0,4.72,0.16,8.04,0.22,315.0,12.95,0.02,2.0,4.0,0.0,8.95,0.02,567.0,0.79,72.28999999999999,23.0,6,12.08
293,FINLAY MORGAN,GBR,12.35,0.64,2.0,4.75,0.07,7.7,0.57,481.5,11.75,0.14,2.0,3.35,0.21,8.4,0.35,496.5,11.25,1.2,2.0,3.85,0.07,7.4,1.27,627.0,11.2,0.35,2.0,4.4,0.0,6.8,0.35,501.0,11.98,1.31,2.0,4.1,0.28,7.88,1.03,522.0,13.75,0.14,2.0,4.8,0.0,8.95,0.14,264.0,1.07,72.28,12.0,6,12.05
365,IGNACIO YOCKERS,USA,11.75,0.0,1.0,4.8,0.0,6.95,0.0,602.5,11.4,0.0,1.0,4.4,0.0,7.0,0.0,556.0,11.45,0.71,2.0,4.45,0.21,7.0,0.92,608.5,12.62,1.63,3.0,6.37,0.15,6.25,1.61,223.0,11.45,0.0,1.0,4.0,0.0,7.45,0.0,597.0,13.6,0.0,1.0,4.8,0.0,8.8,0.0,347.0,1.16,72.26999999999998,9.0,6,12.11
477,JUANCHO MIGUEL BESANA,PHI,12.06,0.93,3.0,4.8,0.36,7.26,1.18,560.0,11.97,0.29,4.0,3.78,0.05,8.2,0.28,445.5,11.93,0.57,2.0,3.75,0.49,8.18,0.07,544.0,11.48,0.92,2.0,3.6,0.71,7.88,0.21,463.0,11.02,1.72,2.0,4.05,0.49,7.12,1.01,627.0,13.78,0.5,12.0,5.27,0.23,8.64,0.46,254.0,1.23,72.24,25.0,6,12.73
542,LEANDRO PENA,DOM,12.24,0.63,3.0,5.1,0.0,7.24,0.48,516.0,12.28,0.61,5.0,4.84,0.13,7.44,0.5,359.0,12.59,0.1,3.0,5.1,0.0,7.49,0.1,414.0,9.78,0.8,3.0,3.27,0.06,6.51,0.77,627.0,12.15,0.44,4.0,4.97,0.42,7.18,0.83,483.0,13.2,0.45,8.0,4.95,0.21,8.45,0.39,494.0,1.12,72.24,26.0,6,12.29
891,THEO AMARI OCHANA,GBR,12.75,0.07,2.0,4.65,0.07,8.1,0.14,364.5,11.15,1.41,2.0,2.85,0.49,8.3,0.92,587.0,11.02,1.17,2.0,3.62,0.39,7.4,0.78,644.0,11.62,0.88,2.0,4.0,0.0,7.62,0.88,435.5,12.48,0.46,2.0,3.95,0.21,8.52,0.25,398.0,13.2,0.0,2.0,4.0,0.0,9.25,0.07,489.0,1.06,72.22,12.0,6,12.04
223,DOMINIC RAMALHO,USA,12.6,0.0,1.0,4.5,0.0,8.1,0.0,418.0,11.65,0.0,1.0,3.2,0.0,8.45,0.0,516.0,10.75,0.0,1.0,4.1,0.0,6.65,0.0,664.0,12.05,0.0,1.0,3.4,0.0,8.65,0.0,345.5,11.1,0.0,1.0,4.1,0.0,7.0,0.0,622.0,14.05,0.0,1.0,4.8,0.0,9.25,0.0,128.0,1.19,72.2,6.0,6,12.03
212,DILAN JIMENEZ GIRALDO,COL,12.36,0.84,3.0,5.13,0.46,7.46,0.39,480.0,11.96,1.16,3.0,4.67,0.06,7.39,0.94,451.0,13.83,0.73,8.0,5.69,0.3,8.14,0.51,101.0,7.83,3.25,2.0,3.5,0.85,6.33,0.42,677.0,12.32,0.53,6.0,5.27,0.29,7.05,0.42,437.0,13.84,0.42,3.0,5.2,0.0,8.84,0.28,213.0,1.87,72.14,25.0,6,12.59
278,FARUKH NABIYEV,KAZ,12.16,0.4,3.0,5.67,0.06,6.66,0.47,537.0,11.97,0.75,4.0,4.97,0.34,7.0,0.47,445.5,12.69,1.45,4.0,5.52,0.1,7.17,1.37,389.0,9.9,0.0,1.0,5.3,0.0,4.6,0.0,620.0,11.97,0.0,1.0,4.2,0.0,7.77,0.0,525.0,13.45,0.42,6.0,5.07,0.33,8.4,0.63,400.0,1.14,72.14,19.0,6,12.51
445,JOHNNY ADRIAN VALENCIA,ECU,12.66,0.08,3.0,4.47,0.06,8.19,0.12,399.0,10.88,0.65,3.0,3.83,0.15,7.04,0.53,616.0,11.9,0.66,3.0,4.3,0.26,7.6,0.41,551.0,12.03,0.42,2.0,4.45,0.21,7.58,0.64,352.0,11.97,0.81,3.0,4.23,0.06,7.73,0.87,526.0,12.7,0.27,3.0,4.0,0.0,8.73,0.27,612.0,0.79,72.14,17.0,6,12.02
697,NICOLAS ANDRES GARFIAS CHAN,PER,12.13,0.0,1.0,4.2,0.0,7.93,0.0,544.0,13.33,0.0,1.0,4.8,0.0,8.53,0.0,83.0,11.5,0.0,1.0,4.0,0.0,7.5,0.0,603.0,11.07,0.0,1.0,3.4,0.0,7.67,0.0,526.5,11.5,0.0,1.0,4.0,0.0,7.5,0.0,590.5,12.6,0.0,1.0,4.0,0.0,8.9,0.0,621.0,0.84,72.13,6.0,6,12.02
947,WILLIAM PEARCE,USA,11.75,0.0,1.0,4.1,0.0,7.65,0.0,602.5,12.75,0.0,1.0,4.7,0.0,8.05,0.0,232.5,12.65,0.0,1.0,4.3,0.0,8.35,0.0,397.0,10.8,0.0,1.0,4.3,0.0,6.5,0.0,567.5,11.2,0.0,1.0,3.6,0.0,7.6,0.0,614.5,12.95,0.0,1.0,4.4,0.0,8.65,0.0,563.0,0.9,72.10000000000001,6.0,6,12.02
132,CALEB FISCHLE FAULK,JAM,12.3,0.0,1.0,4.2,0.0,8.1,0.0,496.5,11.67,0.0,1.0,4.3,0.0,7.37,0.0,509.0,11.97,0.0,1.0,4.0,0.0,7.97,0.0,537.0,10.9,0.0,1.0,3.7,0.0,7.2,0.0,550.5,12.4,0.0,1.0,4.5,0.0,7.9,0.0,415.5,12.77,0.0,1.0,4.0,0.0,8.77,0.0,595.5,0.66,72.00999999999999,6.0,6,12.0
121,BRENDAN STROM,USA,12.65,0.0,1.0,4.7,0.0,8.25,0.0,403.5,11.05,0.0,1.0,4.2,0.0,6.85,0.0,601.5,13.6,0.0,1.0,4.4,0.0,9.2,0.0,137.5,10.85,0.0,1.0,3.5,0.0,7.35,0.0,559.0,10.15,0.0,1.0,3.8,0.0,6.35,0.0,669.5,13.7,0.0,1.0,4.8,0.0,8.9,0.0,297.0,1.52,72.0,6.0,6,12.0
509,KEVIN GEORGE BUCKLEY,SLO,12.0,0.0,1.0,4.4,0.0,7.6,0.0,565.0,11.81,0.39,3.0,4.43,0.12,7.38,0.31,487.0,10.38,0.35,2.0,4.2,0.0,6.18,0.35,673.0,13.06,0.34,3.0,5.0,0.0,8.06,0.34,129.0,12.0,1.13,2.0,4.15,0.21,7.85,0.92,515.0,12.73,0.0,1.0,4.8,0.0,8.23,0.0,605.0,1.01,71.98,12.0,6,12.01
727,OWEN PRINT,GBR,12.38,0.6,2.0,5.65,0.78,6.82,1.38,477.0,11.85,0.35,2.0,3.85,0.07,8.0,0.28,480.5,12.0,0.78,2.0,4.65,0.07,7.35,0.71,532.5,8.75,2.33,2.0,3.2,0.85,7.05,0.64,662.5,12.9,0.21,2.0,5.4,0.57,7.5,0.35,263.0,14.03,0.51,8.0,5.2,0.0,8.87,0.48,134.0,1.82,71.91,18.0,6,12.67
35,ALEJANDRO DE LA CRUZ,CUB,12.5,1.56,3.0,5.17,0.38,7.43,1.18,446.0,11.79,0.56,3.0,3.77,0.23,8.03,0.34,490.0,12.52,0.79,3.0,5.3,0.2,7.22,0.72,430.0,8.08,3.17,3.0,3.4,0.36,7.02,0.8,673.0,13.51,0.3,6.0,5.6,0.17,7.91,0.32,105.0,13.44,0.47,11.0,5.2,0.0,8.32,0.45,402.0,1.94,71.84,29.0,6,12.54
201,DAVID GROSSMAN,USA,12.15,0.0,1.0,4.8,0.0,7.65,0.0,539.5,10.65,0.0,1.0,4.0,0.0,6.65,0.0,631.5,11.45,0.0,1.0,3.7,0.0,7.75,0.0,608.5,11.3,0.0,1.0,3.6,0.0,7.7,0.0,485.0,12.25,0.0,1.0,4.6,0.0,7.65,0.0,456.5,14.0,0.0,1.0,4.8,0.0,9.2,0.0,146.0,1.16,71.8,6.0,6,11.97
764,QUENTIN BRANDENBURGER,LUX,11.23,0.33,2.0,5.15,0.21,6.38,0.12,652.0,12.3,0.0,1.0,3.9,0.0,8.4,0.0,355.0,12.46,0.72,3.0,4.7,0.17,7.76,0.55,450.5,9.9,0.0,1.0,4.2,0.0,5.7,0.0,620.0,12.27,0.38,2.0,4.3,0.14,7.97,0.52,450.0,13.63,0.0,1.0,4.8,0.0,8.83,0.0,328.5,1.07,71.78999999999999,10.0,6,12.02
422,JEORDY RAMIREZ,DOM,12.4,0.14,2.0,4.6,0.14,7.85,0.07,469.0,11.71,0.51,2.0,4.35,0.21,7.51,0.51,503.0,12.75,0.39,3.0,5.07,0.06,7.68,0.36,363.5,10.66,0.44,2.0,3.5,0.71,7.16,0.27,576.0,11.36,0.29,2.0,3.8,0.28,7.86,0.01,602.0,12.9,0.0,1.0,4.8,0.0,8.4,0.0,575.0,0.87,71.78,12.0,6,11.95
853,SHINNOSUKE OKA,JPN,14.02,0.12,2.0,5.9,0.0,8.42,0.02,29.5,14.28,0.12,2.0,5.5,0.0,8.78,0.12,9.0,15.07,0.09,2.0,6.4,0.0,8.67,0.09,4.0,14.48,0.12,2.0,5.8,0.0,8.68,0.12,7.0,13.92,0.07,2.0,5.65,0.07,8.27,0.14,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,71.77,10.0,5,14.35
894,THOMAS JONES,GBR,12.35,0.07,2.0,5.4,0.28,6.95,0.21,481.5,11.92,0.88,2.0,4.35,0.64,7.58,0.25,463.5,12.0,0.14,2.0,4.95,0.07,7.05,0.07,532.5,9.18,1.66,2.0,4.9,0.0,4.28,1.66,650.0,12.25,0.21,2.0,4.4,0.0,7.85,0.21,456.5,14.06,0.41,5.0,5.12,0.18,8.96,0.39,126.0,1.68,71.75999999999999,15.0,6,12.38
109,BIDZINA SITCHINAVA,GEO,11.72,1.58,2.0,4.45,0.92,7.32,0.59,606.0,11.02,1.02,6.0,4.07,0.15,7.0,1.0,606.0,12.3,0.52,3.0,4.33,0.23,7.97,0.44,482.0,11.37,0.24,6.0,4.3,0.19,7.07,0.36,475.0,12.13,0.9,2.0,3.8,0.71,8.33,0.19,489.0,13.17,0.09,2.0,4.0,0.0,9.17,0.09,504.0,0.96,71.71000000000001,21.0,6,11.68
168,COLE PARTRIDGE,USA,12.18,0.19,3.0,4.6,0.26,7.58,0.39,534.0,10.85,1.08,3.0,4.8,0.26,6.05,0.88,619.0,12.88,0.19,3.0,4.93,0.15,7.95,0.33,332.0,10.18,1.14,3.0,4.07,0.21,6.12,0.94,607.0,12.25,0.48,3.0,4.47,0.06,7.78,0.51,456.5,13.22,0.2,3.0,4.8,0.0,8.55,0.05,485.0,1.25,71.56,18.0,6,11.93
869,SUPHACHEEP BAOBENMAD,THA,11.92,0.83,3.0,5.03,0.12,7.19,0.84,580.0,11.92,1.34,2.0,4.4,0.0,7.52,1.34,466.5,11.97,0.44,3.0,4.7,0.17,7.27,0.53,540.0,10.57,0.74,3.0,4.03,0.35,6.53,0.9,582.0,11.61,0.17,3.0,4.4,0.0,7.21,0.17,576.0,13.57,0.0,1.0,4.8,0.0,8.87,0.0,360.5,0.95,71.56,15.0,6,11.71
373,IOANE JIMSHELEISHVILI,GEO,12.07,1.69,5.0,5.48,0.18,6.87,1.42,557.0,11.19,1.96,8.0,4.32,0.39,7.27,0.93,580.0,12.21,0.93,3.0,4.37,0.35,7.84,0.62,497.0,9.67,0.0,1.0,4.2,0.0,5.47,0.0,631.0,12.93,0.0,1.0,4.3,0.0,8.63,0.0,252.5,13.48,0.45,9.0,4.62,0.21,8.93,0.37,388.0,1.66,71.55,27.0,6,12.24
348,HENRY LEWIS,GBR,12.65,0.0,1.0,5.1,0.0,7.65,0.0,403.5,10.65,0.0,1.0,2.5,0.0,8.15,0.0,631.5,12.3,0.0,1.0,3.7,0.0,8.6,0.0,480.0,11.25,0.0,1.0,4.1,0.0,7.15,0.0,495.0,12.2,0.0,1.0,3.6,0.0,8.6,0.0,468.0,12.5,0.35,2.0,5.0,0.28,7.65,0.14,630.0,0.77,71.55,7.0,6,12.01
744,PAU JIMENEZ,ESP,13.38,0.47,3.0,5.63,0.06,7.74,0.52,151.0,7.6,0.0,1.0,4.0,0.0,6.9,0.0,683.0,13.05,0.49,2.0,5.25,0.07,7.8,0.42,287.0,11.07,0.0,1.0,3.9,0.0,7.17,0.0,526.5,12.86,0.19,3.0,4.63,0.23,8.22,0.33,284.0,13.56,0.52,7.0,5.2,0.4,8.5,0.59,363.0,1.53,71.52,17.0,6,12.85
