,name,Country,UB_mean_score,UB_std,UB_count,UB_D_mean_score,UB_D_std,UB_E_mean_score,UB_E_std,UB_rank,BB_mean_score,BB_std,BB_count,BB_D_mean_score,BB_D_std,BB_E_mean_score,BB_E_std,BB_rank,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
706,TARA DONNELLY,IOM,11.08,0.04,2.0,4.1,0.0,6.98,0.04,392.5,10.98,1.24,2.0,4.5,0.0,6.48,1.24,419.0,11.45,0.21,2.0,4.7,0.0,7.1,0.14,420.5,11.88,0.93,3.0,3.6,0.6,8.28,0.33,511.0,0.76,45.39000000000001,9.0,4,11.41
121,BILGE TARHAN,TUR,10.3,0.71,3.0,4.3,0.53,6.1,0.15,498.0,10.94,0.82,9.0,4.88,0.36,6.07,0.77,422.0,11.38,1.12,4.0,4.78,0.15,6.61,1.09,448.5,12.76,0.26,31.0,4.14,0.16,8.64,0.26,243.0,1.04,45.38,47.0,4,12.14
84,ANNALISE NEWMAN ACHEE,TTO,10.25,3.25,5.0,4.1,0.87,7.11,0.99,504.0,10.87,1.23,4.0,4.5,0.35,6.37,0.92,436.0,11.25,0.39,4.0,4.7,0.18,6.78,0.29,484.0,12.98,0.13,3.0,4.2,0.0,8.78,0.13,156.0,2.03,45.349999999999994,16.0,4,11.17
151,CATALINA CASELLA,CHI,11.07,0.0,1.0,3.8,0.0,7.27,0.0,394.5,10.83,0.0,1.0,4.3,0.0,6.53,0.0,445.0,11.57,0.0,1.0,4.2,0.0,7.47,0.0,391.0,11.87,0.0,1.0,4.2,0.0,7.77,0.0,513.0,0.47,45.339999999999996,4.0,4,11.34
211,EILIDH GORRELL,GBR,11.12,0.44,3.0,4.37,0.23,6.75,0.66,387.0,10.98,0.51,3.0,4.3,0.1,6.68,0.53,414.0,11.72,0.23,3.0,4.2,0.2,7.55,0.09,342.0,11.5,0.64,2.0,3.2,0.0,8.3,0.64,579.5,0.49,45.32,11.0,4,11.31
531,MILCA LEON,VEN,11.78,0.65,5.0,4.66,0.13,7.12,0.66,287.0,10.17,1.4,5.0,4.38,0.33,5.79,1.22,534.0,11.19,0.35,4.0,4.25,0.1,6.99,0.44,504.0,12.17,0.17,4.0,3.6,0.0,8.57,0.17,428.0,1.1,45.31,18.0,4,11.29
763,YI CHEN LIN,TPE,10.7,1.39,3.0,3.97,0.25,6.73,1.15,450.0,11.27,0.47,2.0,4.7,0.14,6.57,0.33,353.5,11.21,0.88,3.0,4.37,0.21,6.84,0.83,497.5,12.09,0.38,6.0,3.6,0.47,8.49,0.14,457.0,0.91,45.269999999999996,14.0,4,11.49
469,MADELEINE MARSHALL,NZL,10.83,0.0,1.0,3.7,0.0,7.13,0.0,428.0,11.22,0.47,4.0,4.32,0.13,6.9,0.4,362.0,11.23,1.02,4.0,4.32,0.32,6.93,0.85,490.0,11.93,0.41,7.0,3.43,0.37,8.5,0.09,504.0,0.69,45.21,16.0,4,11.51
269,FRANCHESCA SANTI,CHI,10.76,0.39,3.0,4.27,0.06,6.49,0.44,441.0,9.57,1.42,3.0,4.37,0.4,5.23,1.79,602.0,12.03,0.38,4.0,4.7,0.27,7.36,0.46,258.0,12.83,0.56,16.0,4.69,0.39,8.21,0.45,220.0,1.31,45.19,26.0,4,12.09
485,MALLA MONTELL,FIN,11.62,0.58,5.0,4.54,0.13,7.08,0.47,320.0,10.33,0.33,2.0,4.05,0.07,6.28,0.4,510.0,11.19,0.91,3.0,4.27,0.15,7.03,0.76,503.0,12.01,0.69,5.0,3.64,0.33,8.37,0.53,479.0,0.82,45.15,15.0,4,11.49
42,AMEERA HARIADI,INA,11.06,0.97,5.0,3.88,0.33,7.18,0.76,397.0,10.85,0.36,4.0,4.35,0.06,6.5,0.41,444.0,11.35,0.24,4.0,4.15,0.37,7.32,0.33,460.0,11.87,0.73,4.0,3.55,0.47,8.4,0.37,512.0,0.72,45.129999999999995,17.0,4,11.27
298,HAYLEY RUSHTON,GBR,10.8,0.0,1.0,3.9,0.0,6.9,0.0,433.5,11.35,0.0,1.0,4.0,0.0,7.35,0.0,329.5,11.3,0.0,1.0,4.2,0.0,7.1,0.0,471.5,11.65,0.0,1.0,3.2,0.0,8.45,0.0,561.5,0.35,45.1,4.0,4,11.28
562,NICOLE DIAZ,PUR,10.77,0.0,1.0,3.9,0.0,6.87,0.0,439.5,10.07,0.0,1.0,4.9,0.0,5.27,0.0,549.5,11.83,0.0,1.0,4.4,0.0,7.43,0.0,325.5,12.4,0.0,1.0,4.2,0.0,8.3,0.0,364.0,1.05,45.07,4.0,4,11.27
443,LOBAR AMRILLAEVA,UZB,10.11,0.41,4.0,3.95,0.4,6.16,0.11,519.0,10.99,0.84,4.0,4.72,0.29,6.29,0.73,413.0,11.72,0.8,4.0,4.75,0.13,7.0,0.71,341.0,12.25,0.16,2.0,3.6,0.28,8.65,0.12,410.0,0.99,45.07,14.0,4,11.13
495,MARHARYTA KOZLOVSKA,UKR,11.15,0.4,2.0,4.6,0.0,6.55,0.4,383.0,10.5,0.0,1.0,4.7,0.0,5.8,0.0,485.0,11.63,0.0,1.0,4.5,0.0,7.23,0.0,378.5,11.77,0.61,2.0,3.4,0.28,8.52,0.12,541.5,0.59,45.05,6.0,4,11.33
694,STELLA DIAZ MUNIZ,PUR,10.4,0.47,2.0,4.65,0.21,5.9,0.47,485.0,11.3,0.57,2.0,4.45,0.07,6.85,0.49,343.0,11.15,0.4,2.0,3.95,0.49,7.2,0.09,514.0,12.2,0.24,2.0,3.9,0.42,8.3,0.19,423.0,0.76,45.05,8.0,4,11.26
665,SHANNON BAKER,GBR,10.2,0.99,2.0,4.05,0.21,6.15,1.2,510.5,10.98,0.95,2.0,4.55,0.78,6.42,0.18,417.0,11.7,0.0,2.0,4.65,0.07,7.1,0.0,350.5,12.15,0.28,2.0,3.6,0.0,8.55,0.28,438.0,0.95,45.029999999999994,8.0,4,11.26
578,OLIVIA CHAM,GBR,8.75,0.0,1.0,3.9,0.0,4.85,0.0,612.5,11.8,0.0,1.0,4.6,0.0,7.2,0.0,237.5,11.9,0.0,1.0,4.4,0.0,7.5,0.0,304.0,12.5,0.0,1.0,3.6,0.0,8.9,0.0,335.5,1.69,44.95,4.0,4,11.24
270,FRANCINY MORALES,CRC,10.63,0.75,6.0,4.25,0.22,6.38,0.74,460.0,10.73,0.77,6.0,4.55,0.05,6.23,0.68,463.0,11.21,0.34,6.0,4.33,0.23,6.88,0.43,496.0,12.36,0.56,8.0,4.25,0.33,8.15,0.53,375.0,0.94,44.93,26.0,4,11.32
359,KAJA SKALSKA,POL,10.91,0.3,3.0,4.47,0.12,6.44,0.34,415.0,11.07,0.78,4.0,4.7,0.29,6.37,0.76,398.0,10.99,0.79,3.0,4.27,0.15,6.72,0.89,545.0,11.91,0.56,4.0,3.65,0.19,8.26,0.56,506.0,0.71,44.879999999999995,14.0,4,11.26
178,CHRISTINA ZWICKER,CRO,10.51,1.41,6.0,4.0,0.62,6.51,1.29,474.0,12.08,0.52,6.0,4.72,0.15,7.37,0.57,181.0,10.77,0.19,2.0,4.45,0.07,6.62,0.12,582.0,11.5,0.0,1.0,3.2,0.0,8.3,0.0,579.5,1.17,44.86,15.0,4,11.24
777,ZARITH IMAAN KHALID,MAS,11.49,0.74,3.0,4.67,0.32,6.82,0.65,341.0,10.77,1.18,2.0,4.55,0.35,6.22,0.83,457.0,10.47,0.0,1.0,4.5,0.0,6.27,0.0,610.0,12.13,0.0,1.0,3.4,0.0,8.73,0.0,443.5,0.87,44.86,7.0,4,11.23
113,BARBARA ACHONDO ANDINO,CHI,10.14,1.66,3.0,3.9,0.44,6.34,1.29,515.0,11.02,0.08,3.0,3.67,0.12,7.42,0.18,408.0,12.28,0.25,5.0,4.48,0.19,7.84,0.3,193.0,11.38,0.02,2.0,3.2,0.0,8.18,0.02,589.0,1.11,44.82,13.0,4,11.36
334,JESSICA DAYKIN,GBR,9.35,0.0,1.0,4.3,0.0,5.05,0.0,585.0,11.2,0.0,1.0,5.3,0.0,5.9,0.0,369.5,11.45,0.0,1.0,5.1,0.0,6.65,0.0,420.5,12.8,0.0,1.0,4.2,0.0,8.6,0.0,228.5,1.42,44.8,4.0,4,11.2
588,PAOLA RUANO,ESA,10.23,1.42,3.0,3.3,0.35,6.93,1.07,506.0,11.51,0.43,3.0,4.5,0.0,7.04,0.38,292.0,11.13,0.52,3.0,3.87,0.12,7.26,0.63,521.0,11.91,0.47,3.0,3.47,0.23,8.44,0.24,507.0,0.95,44.78,12.0,4,11.2
709,TATIANA BACHURINA,CYP,11.11,0.33,4.0,4.47,0.05,6.63,0.32,388.0,11.05,0.69,4.0,4.42,0.3,6.65,0.46,403.0,10.95,0.33,4.0,4.18,0.13,6.87,0.41,552.0,11.67,0.08,3.0,3.2,0.0,8.47,0.08,557.0,0.47,44.78,15.0,4,11.16
248,EMMA YAP,SGP,9.82,1.59,4.0,3.1,0.73,6.72,1.53,546.0,10.94,1.32,4.0,4.9,0.36,6.04,1.39,423.0,11.98,0.19,4.0,4.6,0.18,7.43,0.21,282.0,12.02,0.04,2.0,3.4,0.0,8.62,0.04,476.0,1.37,44.75999999999999,14.0,4,11.07
296,HANNAH WAYMAN,GBR,10.7,0.0,1.0,3.1,0.0,7.6,0.0,448.5,9.7,0.0,1.0,4.1,0.0,5.7,0.0,592.5,11.65,0.0,1.0,4.0,0.0,7.65,0.0,372.0,12.7,0.0,1.0,3.6,0.0,9.1,0.0,263.5,1.28,44.75,4.0,4,11.19
47,AMINA KHALIMARDEN,KAZ,10.47,0.68,4.0,3.92,0.43,6.55,0.92,478.0,10.65,0.96,4.0,4.5,0.14,6.15,0.84,469.0,11.46,0.86,3.0,4.43,0.06,7.02,0.84,418.0,12.17,0.15,10.0,3.52,0.1,8.65,0.11,427.0,0.93,44.75,21.0,4,11.46
51,ANA KARINA MENDEZ,PER,11.89,0.38,3.0,4.53,0.29,7.36,0.19,260.0,9.96,0.9,3.0,4.8,0.26,5.26,0.94,562.0,10.74,0.8,3.0,4.4,0.1,6.48,0.76,587.0,12.14,0.19,3.0,3.73,0.12,8.41,0.08,440.0,1.07,44.730000000000004,12.0,4,11.18
100,ASHLEY BOHORQUEZ,ECU,11.03,1.04,2.0,4.2,0.28,6.83,0.75,402.0,9.88,1.01,2.0,4.5,0.0,5.48,1.01,576.0,12.0,0.09,2.0,4.9,0.0,7.1,0.09,276.0,11.82,0.65,4.0,4.25,0.7,7.72,0.48,524.0,1.03,44.73,10.0,4,11.31
642,SARA KING,SLO,10.38,0.78,5.0,3.22,0.11,7.16,0.7,486.0,11.03,0.61,4.0,4.03,0.38,7.0,0.37,406.0,11.24,0.38,5.0,4.14,0.13,7.1,0.3,486.0,12.03,0.0,1.0,3.4,0.0,8.63,0.0,473.5,0.73,44.68,15.0,4,10.95
692,STEFANIE SIEGENTHALER,SUI,12.83,0.0,1.0,4.9,0.0,7.93,0.0,113.5,7.63,0.0,1.0,3.4,0.0,4.23,0.0,674.0,11.98,0.49,2.0,4.45,0.07,7.53,0.42,279.5,12.17,0.0,1.0,3.6,0.0,8.57,0.0,434.5,2.1,44.61,5.0,4,11.32
203,DIXIE LINDSAY,GBR,10.75,0.0,1.0,3.1,0.0,7.65,0.0,442.5,9.85,0.0,1.0,3.6,0.0,6.25,0.0,578.0,11.65,0.0,1.0,4.3,0.0,7.35,0.0,372.0,12.35,0.0,1.0,3.6,0.0,8.75,0.0,380.0,1.09,44.6,4.0,4,11.15
127,BRYGIDA URBANSKA,POL,10.67,0.52,2.0,4.2,0.0,6.47,0.52,452.5,10.66,0.37,4.0,4.45,0.26,6.21,0.22,467.0,10.89,0.7,4.0,4.28,0.39,6.66,0.43,563.0,12.37,0.34,4.0,3.85,0.41,8.55,0.19,372.0,0.88,44.589999999999996,14.0,4,11.22
583,OMINAKHON KHALILOVA,UZB,10.48,1.53,2.0,4.0,0.14,6.48,1.39,476.0,10.62,0.62,4.0,4.68,0.15,5.97,0.65,472.0,11.88,0.08,5.0,4.52,0.08,7.36,0.12,308.0,11.6,0.0,1.0,3.4,0.0,8.2,0.0,568.5,0.87,44.580000000000005,12.0,4,11.2
300,HILDUR GUDMUNDSDOTTIR,ISL,10.18,0.75,3.0,2.97,0.72,7.21,0.04,514.0,10.07,1.13,3.0,4.2,0.17,5.93,1.29,548.0,12.01,0.2,3.0,4.27,0.06,7.74,0.15,266.0,12.28,0.64,3.0,3.67,0.5,8.61,0.17,401.0,1.24,44.54,12.0,4,11.14
473,MAFALDA COSTA,POR,9.39,1.52,4.0,4.0,0.48,5.47,1.22,583.0,11.41,0.38,4.0,4.8,0.22,6.61,0.52,319.0,11.92,0.09,4.0,4.62,0.1,7.3,0.05,297.0,11.81,0.32,5.0,3.28,0.18,8.55,0.13,525.0,1.25,44.53,17.0,4,11.17
525,MIA PERRYMENT,GBR,10.28,0.67,2.0,2.75,1.2,7.52,0.53,501.0,10.98,1.66,2.0,4.0,0.14,6.98,1.8,417.0,11.05,0.21,2.0,4.15,0.07,7.1,0.14,535.0,12.19,0.31,4.0,3.45,0.19,8.74,0.13,425.0,1.01,44.5,10.0,4,11.34
517,MEI AMORELLI,GBR,9.9,0.0,1.0,3.4,0.0,6.5,0.0,543.0,11.5,0.0,1.0,4.2,0.0,7.3,0.0,295.0,11.0,0.0,1.0,4.3,0.0,6.7,0.0,541.0,12.1,0.0,1.0,3.4,0.0,8.7,0.0,449.5,0.93,44.5,4.0,4,11.12
232,ELVIRA KATSALI,GRE,10.04,1.19,3.0,3.83,0.4,6.21,1.48,525.0,11.29,0.99,6.0,4.62,0.21,6.68,0.88,346.0,11.37,0.8,6.0,4.42,0.16,7.02,0.67,453.5,11.8,0.05,2.0,3.2,0.0,8.6,0.05,536.0,1.0,44.5,17.0,4,11.16
728,TYESHA TINEKAI MATTIS,JAM,10.53,0.0,1.0,4.9,0.0,5.63,0.0,471.5,10.73,0.0,1.0,4.8,0.0,6.23,0.0,461.5,10.37,0.0,1.0,4.0,0.0,6.67,0.0,620.0,12.87,0.0,1.0,4.2,0.0,8.67,0.0,200.5,1.17,44.49999999999999,4.0,4,11.12
321,JANA ABOELHASAN,EGY,10.9,0.0,1.0,4.4,0.0,6.5,0.0,417.0,10.5,0.0,2.0,4.65,0.07,5.85,0.07,485.0,11.46,1.14,2.0,4.4,0.0,7.26,0.86,417.0,11.6,0.0,1.0,3.2,0.0,8.4,0.0,568.5,0.72,44.46,6.0,4,11.07
556,NATALIE WOLFGANG,GER,10.33,0.0,1.0,4.3,0.0,6.03,0.0,493.0,11.2,0.0,1.0,3.8,0.0,7.4,0.0,369.5,10.8,0.0,1.0,4.1,0.0,7.0,0.0,576.0,12.1,0.0,1.0,3.4,0.0,8.7,0.0,449.5,0.75,44.43,4.0,4,11.11
647,SARA SULEKIC,CRO,11.87,1.33,9.0,4.34,0.47,7.52,0.95,264.0,9.48,0.45,2.0,4.35,0.07,5.23,0.38,607.0,11.53,0.14,2.0,4.2,0.14,7.33,0.0,400.0,11.53,0.42,2.0,3.6,0.28,7.98,0.64,576.0,1.31,44.410000000000004,15.0,4,11.46
272,FREJA PETERSEN,DEN,10.48,0.49,2.0,4.0,0.14,6.48,0.64,477.0,11.32,0.26,2.0,4.45,0.07,6.87,0.33,338.0,10.93,1.13,2.0,4.3,0.0,6.78,0.92,555.5,11.68,0.17,2.0,3.5,0.14,8.23,0.05,556.0,0.68,44.410000000000004,8.0,4,11.1
582,OLIVIA VAETTOE,FIN,9.18,1.77,2.0,3.7,0.85,5.48,0.92,595.0,10.45,0.31,2.0,4.45,0.35,6.0,0.66,493.0,11.95,0.26,2.0,4.85,0.21,7.25,0.26,293.0,12.83,0.19,2.0,4.2,0.0,8.68,0.12,219.0,1.65,44.41,8.0,4,11.1
653,SASIWIMON MUEANGPHUAN,THA,9.31,0.98,5.0,3.98,0.04,5.39,0.98,587.0,10.91,0.35,5.0,4.6,0.2,6.31,0.3,427.0,12.15,0.47,6.0,4.77,0.1,7.38,0.43,221.5,12.0,0.41,10.0,3.78,0.2,8.29,0.42,488.0,1.21,44.37,26.0,4,11.31
676,SING FEN WU,TPE,8.13,0.0,1.0,2.3,0.0,5.83,0.0,627.5,11.6,0.0,1.0,4.9,0.0,6.7,0.0,273.5,12.0,0.0,1.0,4.7,0.0,7.3,0.0,271.0,12.61,0.49,5.0,4.08,0.44,8.53,0.16,298.0,1.59,44.34,8.0,4,11.85
383,KEIRA ROLSTON LARKING,NZL,10.83,0.0,1.0,4.2,0.0,6.63,0.0,428.0,9.9,1.16,3.0,4.67,0.12,5.3,1.15,575.0,11.59,0.39,3.0,4.33,0.12,7.29,0.51,389.0,11.95,0.74,7.0,3.34,0.6,8.65,0.22,496.0,1.09,44.269999999999996,14.0,4,11.35
69,ANGELICA MESA,COL,10.36,1.26,2.0,3.8,0.85,6.56,0.41,488.0,10.5,0.0,1.0,3.7,0.0,6.8,0.0,485.0,11.72,0.12,2.0,4.45,0.07,7.27,0.19,343.0,11.68,0.14,3.0,3.93,0.46,7.75,0.61,555.0,0.83,44.26,8.0,4,11.21
655,SELMA HALVORSEN,NOR,11.36,0.33,3.0,4.1,0.1,7.26,0.3,360.0,9.9,0.0,1.0,4.2,0.0,5.8,0.0,571.5,10.87,0.66,3.0,3.97,0.06,6.9,0.69,566.0,12.11,0.47,9.0,3.84,0.42,8.33,0.4,446.0,0.81,44.239999999999995,16.0,4,11.6
565,NIKOL STOIMENOVA,BUL,10.29,0.05,3.0,4.5,0.0,5.79,0.05,499.0,11.55,0.79,4.0,4.55,0.1,7.0,0.77,284.0,11.07,0.19,2.0,3.9,0.0,7.17,0.19,531.0,11.29,0.77,3.0,3.2,0.0,8.22,0.63,595.0,0.74,44.199999999999996,12.0,4,11.09
644,SARA LOIKAS,FIN,10.1,0.19,2.0,4.8,0.28,5.3,0.47,523.0,11.7,0.09,2.0,4.6,0.0,7.1,0.09,256.5,10.42,1.11,2.0,3.9,0.0,6.52,1.11,616.0,11.95,0.02,2.0,3.4,0.0,8.55,0.02,500.0,0.95,44.17,8.0,4,11.04
594,PETRA FURAC,CRO,10.67,0.0,2.0,4.0,0.0,6.67,0.0,454.5,10.53,0.61,2.0,4.05,0.35,6.58,0.26,480.5,10.72,0.4,2.0,3.8,0.57,6.97,0.09,589.5,12.23,0.09,2.0,3.6,0.0,8.63,0.09,414.0,0.79,44.150000000000006,8.0,4,11.04
534,MILLI DE O HARA,GBR,11.25,0.0,1.0,3.6,0.0,7.65,0.0,370.0,10.05,0.0,1.0,4.0,0.0,6.05,0.0,553.0,11.25,0.0,1.0,4.1,0.0,7.15,0.0,484.0,11.6,0.0,1.0,3.2,0.0,8.5,0.0,568.5,0.68,44.15,4.0,4,11.04
224,ELLA ROBINSON,GBR,9.52,1.73,2.0,3.3,0.14,6.22,1.87,573.0,11.23,0.6,2.0,4.05,0.21,7.18,0.81,361.0,11.38,0.32,2.0,4.2,0.14,7.22,0.11,451.5,12.0,0.07,2.0,3.4,0.0,8.65,0.14,483.5,1.21,44.13,8.0,4,11.03
314,ISUAMY PERERA,CUB,10.77,1.25,3.0,3.87,0.4,6.91,0.9,438.0,10.3,1.39,3.0,4.53,0.38,5.77,1.02,520.0,10.67,0.24,3.0,4.43,0.06,6.6,0.38,594.0,12.36,0.6,7.0,4.09,0.2,8.36,0.51,376.0,1.22,44.1,16.0,4,11.36
313,ISABELLE LAMB,GBR,10.38,0.11,2.0,2.75,0.07,7.62,0.18,487.0,10.58,0.81,2.0,3.85,0.07,6.72,0.74,477.5,11.18,0.32,2.0,4.05,0.07,7.28,0.18,506.0,11.95,0.0,1.0,3.2,0.0,8.75,0.0,498.0,0.68,44.09,7.0,4,10.89
399,KORKEM YERBOSSYNKYZY,KAZ,10.03,1.23,6.0,3.35,0.05,6.68,1.23,528.0,11.15,0.95,7.0,4.66,0.24,6.49,0.83,384.0,10.82,0.73,2.0,4.4,0.0,6.42,0.73,572.0,12.09,0.42,5.0,3.56,0.22,8.61,0.23,454.0,1.17,44.09,20.0,4,11.02
747,VIIVI NIEMINEN,FIN,10.6,0.28,2.0,2.9,0.14,7.7,0.14,461.0,10.26,2.03,3.0,4.07,0.06,6.26,1.94,525.0,11.0,0.0,1.0,4.0,0.0,7.3,0.0,541.0,12.23,0.45,8.0,4.08,0.28,8.19,0.69,416.0,1.25,44.09,14.0,4,11.49
402,KURSTEN ROGUE LOPEZ,PHI,9.53,0.71,2.0,2.75,0.07,6.78,0.64,571.5,11.32,0.07,2.0,4.3,0.0,7.02,0.07,339.0,11.07,0.42,2.0,4.2,0.0,7.02,0.21,533.0,12.17,0.0,1.0,3.4,0.0,8.77,0.0,434.5,1.03,44.09,7.0,4,10.86
44,AMELIE ATTWOOD,GBR,10.2,0.0,1.0,3.2,0.0,7.0,0.0,510.5,10.55,0.0,1.0,4.7,0.0,5.85,0.0,479.0,11.35,0.0,1.0,4.3,0.0,7.05,0.0,459.0,11.85,0.0,1.0,3.2,0.0,8.65,0.0,518.5,0.75,43.95,4.0,4,10.99
555,NATALIE JENSEN,DEN,9.73,0.0,1.0,3.8,0.0,5.93,0.0,557.5,10.17,0.0,1.0,4.8,0.0,5.37,0.0,536.0,11.4,0.0,1.0,4.4,0.0,7.1,0.0,440.0,12.62,0.19,3.0,4.07,0.23,8.56,0.04,294.0,1.32,43.919999999999995,6.0,4,11.53
703,TAMSYN BESSIT,RSA,10.2,1.84,2.0,4.4,0.14,5.8,1.98,510.5,10.52,0.18,2.0,4.1,0.42,6.42,0.6,482.0,11.47,0.0,1.0,4.5,0.0,6.97,0.0,414.5,11.7,0.0,1.0,3.4,0.0,8.3,0.0,553.0,1.05,43.89,6.0,4,10.77
474,MAGDALENA GRYGIEL,POL,11.0,0.0,1.0,4.1,0.0,6.9,0.0,404.0,9.4,0.0,1.0,4.1,0.0,5.3,0.0,610.5,11.17,0.0,1.0,4.1,0.0,7.07,0.0,510.0,12.3,0.0,1.0,3.6,0.0,8.7,0.0,388.5,1.19,43.870000000000005,4.0,4,10.97
323,JANE HEFFERNAN,IRL,11.17,0.0,1.0,4.2,0.0,6.97,0.0,380.5,9.83,0.0,1.0,4.4,0.0,5.43,0.0,580.0,11.22,0.67,2.0,4.4,0.57,6.98,0.32,494.0,11.63,0.0,1.0,3.4,0.0,8.33,0.0,564.0,0.77,43.85,5.0,4,11.01
734,VALENTINA BROSTELLA,PAN,10.83,0.73,4.0,3.78,0.59,7.06,0.23,426.0,10.43,0.0,1.0,4.4,0.0,6.03,0.0,498.0,11.22,0.7,3.0,4.33,0.15,6.92,0.68,495.0,11.33,1.18,2.0,3.8,0.0,7.58,1.11,591.5,0.73,43.809999999999995,10.0,4,11.01
424,LEIGH ANNE ELLIOTT,USA,12.25,0.0,1.0,4.9,0.0,7.35,0.0,189.5,9.7,0.0,1.0,4.3,0.0,5.4,0.0,592.5,9.0,0.0,1.0,4.5,0.0,4.5,0.0,669.0,12.85,0.0,1.0,4.2,0.0,8.65,0.0,209.0,1.89,43.8,4.0,4,10.95
440,LISA CONRADIE,RSA,10.9,0.0,1.0,3.9,0.0,7.0,0.0,417.0,10.33,0.0,1.0,4.2,0.0,6.13,0.0,511.5,10.8,0.0,1.0,3.1,0.0,7.7,0.0,576.0,11.77,0.0,1.0,3.4,0.0,8.37,0.0,543.0,0.6,43.8,4.0,4,10.95
226,ELLIE BELBIN,GBR,9.25,0.0,1.0,4.1,0.0,5.15,0.0,590.0,10.2,0.0,1.0,4.1,0.0,6.1,0.0,531.0,11.45,0.0,1.0,4.3,0.0,7.15,0.0,420.5,12.88,0.46,4.0,4.0,0.23,8.88,0.26,197.0,1.55,43.78,7.0,4,11.77
7,ADELA BALCOVA,SVK,10.67,0.61,2.0,3.5,0.0,7.17,0.61,452.5,10.43,0.0,1.0,4.3,0.0,6.13,0.0,498.0,10.67,0.0,1.0,4.4,0.0,6.27,0.0,596.5,12.0,0.0,1.0,3.4,0.0,8.6,0.0,483.5,0.7,43.77,5.0,4,10.89
624,RUTHUJA NATARAJ,IND,9.45,1.98,4.0,4.03,0.37,5.42,1.64,579.0,11.0,0.52,4.0,4.12,0.24,6.88,0.62,410.5,10.35,0.62,4.0,4.08,0.52,6.32,0.58,621.0,12.95,0.0,1.0,4.2,0.0,8.75,0.0,166.5,1.45,43.75,13.0,4,10.47
739,VALERIJA RATOBILSKA,LAT,10.13,0.14,2.0,3.55,0.07,6.58,0.07,517.5,10.46,0.95,6.0,4.8,0.06,5.76,0.8,491.0,11.34,0.74,6.0,4.38,0.13,6.96,0.69,461.0,11.77,0.5,8.0,3.6,0.0,8.22,0.46,539.0,0.91,43.7,22.0,4,11.15
410,LARA SPEERS,GBR,10.8,0.0,1.0,3.1,0.0,7.7,0.0,433.5,9.5,0.0,1.0,3.9,0.0,5.6,0.0,605.5,10.85,0.0,1.0,4.4,0.0,6.45,0.0,569.0,12.5,0.0,1.0,3.6,0.0,8.9,0.0,335.5,1.23,43.65,4.0,4,10.91
82,ANNAIS ORNELLA KAMANGA,GBR,9.9,0.0,1.0,3.3,0.0,6.6,0.0,543.0,9.8,0.0,1.0,4.4,0.0,5.4,0.0,582.5,11.4,0.0,1.0,4.3,0.0,7.1,0.0,440.0,12.51,0.87,4.0,3.8,0.46,8.79,0.34,331.0,1.4,43.61,7.0,4,11.59
22,ALEJANDRA SOFIA ALVAREZ DIAZ,PUR,10.6,0.0,1.0,3.5,0.0,7.1,0.0,464.0,9.13,0.0,1.0,4.3,0.0,4.83,0.0,631.5,11.27,0.0,1.0,4.5,0.0,6.77,0.0,481.0,12.58,0.07,2.0,4.2,0.0,8.38,0.07,309.0,1.45,43.58,5.0,4,11.23
759,YAMILET PENA,DOM,9.15,0.0,1.0,4.0,0.0,5.45,0.0,597.5,10.25,0.0,1.0,4.5,0.0,5.75,0.0,526.5,10.75,0.0,1.0,4.2,0.0,6.85,0.0,586.0,13.43,0.35,5.0,4.76,0.22,8.67,0.15,63.0,1.82,43.58,8.0,4,12.16
533,MILKA GEHANI ELPITIYA BADALGE DONA,SRI,10.54,1.43,3.0,4.63,0.15,5.91,1.28,469.0,10.42,0.62,3.0,4.8,0.17,5.62,0.78,501.0,9.71,2.66,3.0,4.2,0.96,7.11,0.78,653.0,12.87,0.09,2.0,4.4,0.0,8.52,0.02,202.0,1.78,43.54,11.0,4,10.7
414,LAURA NELSON,GBR,10.1,0.28,2.0,3.45,0.07,6.65,0.35,520.0,9.82,0.6,2.0,4.15,0.07,5.78,0.67,581.0,11.0,0.78,2.0,4.5,0.14,6.5,0.64,541.0,12.62,0.71,3.0,4.0,0.69,8.62,0.08,295.0,1.33,43.54,9.0,4,11.08
600,PRANATI NAYAK,IND,9.66,1.02,4.0,4.12,0.05,5.54,0.98,562.0,10.78,0.54,4.0,4.4,0.29,6.38,0.58,454.0,10.29,0.58,5.0,4.16,0.17,6.13,0.56,626.0,12.75,0.51,25.0,4.46,0.35,8.35,0.4,247.0,1.35,43.48,38.0,4,11.89
437,LILLI HABISREUTINGER,SUI,10.07,0.0,1.0,4.0,0.0,6.07,0.0,524.0,8.67,0.0,1.0,4.7,0.0,3.97,0.0,655.0,11.87,0.0,1.0,4.5,0.0,7.37,0.0,311.5,12.86,0.25,3.0,4.13,0.12,8.72,0.14,207.0,1.78,43.47,6.0,4,11.53
